pop_2020,name,state,id
3277,Cuba city,Missouri,0002d1f5
4280,Cross Plains village,Wisconsin,0004457d
925,Wayne village,Ohio,000b796f
2357,Walters city,Oklahoma,000f350c
87,Birmingham borough,Pennsylvania,000f9497
9688,Bastrop city,Louisiana,000fa0b2
760,Tiskilwa village,Illinois,00129601
224,Greenwood village,Illinois,0014d13e
2535,Pageland town,South Carolina,0017a7de
2335,Tool city,Texas,001a099e
4519,Holts Summit city,Missouri,001aa6c1
273,Oakford village,Illinois,001ba6f6
3188,Gramercy town,Louisiana,00239579
61183,Casa Grande city,Arizona,0025d9c3
1591,Darien village,Wisconsin,00294dba
5960,St. Helena city,California,002d8e3a
4020,Roland town,Oklahoma,00449702
1533,Copper Canyon town,Texas,004990c7
1931,Berlin borough,Pennsylvania,0052e8ef
133,Clare city,Iowa,005e1525
2667,Bedford borough,Pennsylvania,005ec668
3649,Northfield village,Ohio,005f3e4f
10621,Sierra Madre city,California,0063e199
353,Athalia village,Ohio,0066802c
715,Cleveland village,New York,006b1452
287,Woodland village,Illinois,006ba466
1520,Bertram city,Texas,006d4fe4
1952,Level Plains town,Alabama,006ef5f5
3063,Brazoria city,Texas,007263a4
711,Brownton city,Minnesota,0072a12a
932,Grandfield city,Oklahoma,00746512
3200,Beaver city,Utah,007e1217
2251,Fredonia village,Wisconsin,0080d970
208,Van Wert city,Iowa,008100cc
95534,New Braunfels city,Texas,0082a5e9
1185,Apple Creek village,Ohio,008355ca
946,Troy city,Kansas,0097dc58
984,Highlands town,North Carolina,009cd6dd
2057,Glen Rock borough,Pennsylvania,009ee09e
129,Herndon city,Kansas,009fb05a
3578,Palmyra city,Missouri,00a402f2
1301,Pierce City city,Missouri,00a43d91
433,Kensington city,Kansas,00a66d30
1685,Mayfield borough,Pennsylvania,00ab01da
1018,Stamford village,New York,00ac2c3e
1024,Kootenai city,Idaho,00aedb91
3134,Bean Station city,Tennessee,00b2362b
538,Williamsfield village,Illinois,00b533d7
836,Walthill village,Nebraska,00b759c3
2046,Snow Hill town,Maryland,00b7a08c
1032,Upton town,Wyoming,00c126a9
607,Thurston village,Ohio,00c589c7
79574,Brooklyn Park city,Minnesota,00cbb84f
6645,Hamilton city,Alabama,00cc0033
601,New Houlka town,Mississippi,00cf574d
32641,Massillon city,Ohio,00cf6f96
8439,Fletcher town,North Carolina,00cf980c
4552,Flemington borough,New Jersey,00d510af
59724,La Mesa city,California,00d8d38f
267,Augusta town,Missouri,00d8fd27
7937,Marion city,North Carolina,00ddd2b9
1916,Lithopolis village,Ohio,00e1448a
406,Cutler village,Illinois,00e52f56
51593,Texas City city,Texas,00ee26cf
2769,Burnettown town,South Carolina,00f0f1e5
538,Higbee city,Missouri,00fa5a33
2800,Windsor town,Virginia,00fd2469
338,Malden village,Illinois,00fe9091
1171,New Richland city,Minnesota,010087c6
1427,Vienna city,Illinois,010119a3
14811,Ramsey borough,New Jersey,010b6745
1712,Plentywood city,Montana,010d3a5c
317,Bainville town,Montana,010df9a2
2467,Chesterfield town,Indiana,01102530
5906,Monticello city,Kentucky,0112a815
12066,Port Washington city,Wisconsin,0113f022
6458,Isanti city,Minnesota,0114ddbe
282,Lenapah town,Oklahoma,011552ae
6289,Dillon city,South Carolina,01191240
716,Schaller city,Iowa,012283ae
103,Interior town,South Dakota,012d2e37
102,Campo town,Colorado,01328e66
76,Worthington village,Missouri,0135b591
148,Hills and Dales city,Kentucky,0139b86d
364,Salix city,Iowa,013b93b1
360,La Valle village,Wisconsin,013cad83
3426,Tuckerton borough,New Jersey,013ff0f6
4397,Hurstbourne city,Kentucky,0140bc12
5345,North Oaks city,Minnesota,01464b57
175,Coin city,Iowa,01499656
263,Rockport city,Kentucky,014cbd11
429,Williams Creek town,Indiana,01590af8
4619,Argyle city,Texas,015a3a5d
1241,Kamiah city,Idaho,015cd68f
262664,Jersey City city,New Jersey,0160177f
628,Onida city,South Dakota,01624cc2
6114,Cumberland town,Indiana,0168d996
92350,Palm Coast city,Florida,016b0d0b
24374,Wadsworth city,Ohio,016c9d2f
367,Dustin town,Oklahoma,016d460b
1369,Gleason town,Tennessee,016d5204
132,Aubrey town,Arkansas,0172c6df
1381,New Market town,Tennessee,017695a9
5169,Jeanerette city,Louisiana,017cbaa8
170,West Mineral city,Kansas,0180aa94
104,Mayfield city,Kansas,018224c4
73,Rosedale town,Oklahoma,01861a91
71,Irwin village,Illinois,0188f0bb
6627,Harrah city,Oklahoma,0193779b
6356,Belpre city,Ohio,01945636
3006,River Bend town,North Carolina,019a6a39
1056,Cullen town,Louisiana,019c831d
1110,Hill Country Village city,Texas,01a039cd
220,Mendota city,Minnesota,01a0beb2
2087,Meyersdale borough,Pennsylvania,01a1da7f
6869,Kimberly village,Wisconsin,01a38213
798,Dawson town,Texas,01aa5463
888,Paxton town,Florida,01af5b5f
200,Garden Grove city,Iowa,01b50d63
1257,Buffalo city,Iowa,01b7dc9c
15262,Youngsville city,Louisiana,01bd3000
1076,Lake View city,Iowa,01c47f61
30696,Fairbanks city,Alaska,01cbdb3c
615,Derby Line village,Vermont,01ce81db
841,Naches town,Washington,01d11210
1783,Guttenberg city,Iowa,01d178f8
488,De Witt village,Nebraska,01d641d7
4278,Argo town,Alabama,01d95c95
4393,Montoursville borough,Pennsylvania,01d98eca
39,Clayton city,Iowa,01dee69f
441,Buffalo Springs village,Texas,01df2ae0
17562,Lebanon city,Oregon,01e46b79
85,Mosquero village,New Mexico,01e52711
8427,Price city,Utah,01e7f327
3533,Hanceville city,Alabama,01ea32c3
267,Stickney town,South Dakota,01eee259
315,Eureka city,Texas,01f502c4
36469,Oak Creek city,Wisconsin,01f7c946
13502,Englewood city,Ohio,01f9f84e
856,Sodus Point village,New York,01fc1642
15734,Traverse City city,Michigan,01fdf262
133,Sylvester town,West Virginia,020a27e7
2157,Elkton city,Kentucky,020b51d6
428,Dix village,Illinois,020bba4f
1540,Roseto borough,Pennsylvania,02100b3a
2410,Mayodan town,North Carolina,02145544
497,Gibson town,North Carolina,02164add
10345,Fair Oaks Ranch city,Texas,021c73c8
1474,Ferndale borough,Pennsylvania,0221e9e5
357,Minburn city,Iowa,02255cc3
6530,Kasson city,Minnesota,0226b8f9
383,Sadler city,Texas,0226ed76
1294,Deadwood city,South Dakota,02279ddc
10559,Galena Park city,Texas,022ecc74
44,Harbine village,Nebraska,023ce8e6
7585,Enoch city,Utah,023cec3e
5546,Weldon Spring city,Missouri,023e6b3b
32207,Dania Beach city,Florida,0240e0c5
109,Belden village,Nebraska,0241257d
310,Cazenovia village,Wisconsin,0241cf7c
29305,Suisun City city,California,02428de3
5177,Greenville borough,Pennsylvania,02434f62
16303,Beaver Dam city,Wisconsin,0248e1f7
1720,McConnelsville village,Ohio,024ad500
9161,Monett city,Missouri,024bb244
955,Homeland city,Georgia,024bc138
837,Snead town,Alabama,024cda8c
3326,Peshtigo city,Wisconsin,024d3c02
6054,Lanett city,Alabama,024d55f8
3875,Colorado City city,Texas,0252014b
1252,Roland city,Iowa,02587f17
105,Brandonville town,West Virginia,025b59c5
1165,Coldstream city,Kentucky,025efc1d
841,Rankin city,Texas,025f020d
223,Hanksville town,Utah,02656b6a
1042,Reading city,Michigan,02658f29
45,Harwood village,Missouri,026666b7
16639,Grovetown city,Georgia,026fb0a8
1170,Duboistown borough,Pennsylvania,026fe93b
119,Alpha city,Minnesota,02746c9e
618,Bettsville village,Ohio,027597e9
2907,East Syracuse village,New York,027743df
1095,Oak Grove Heights town,Arkansas,02789171
2830,Homedale city,Idaho,027d6d91
116,Templeville town,Maryland,027d7694
679,New Bloomfield city,Missouri,027e1a4a
237,Fort Peck town,Montana,02806149
358,West Logan town,West Virginia,02827a9e
24375,Ottumwa city,Iowa,028e1d88
1391,Benavides city,Texas,0295245c
69,LaGrange town,Arkansas,02971033
471525,Miami city,Florida,029775f2
2617,Selbyville town,Delaware,02a01242
1066,Challis city,Idaho,02a89a28
1848,Wakarusa town,Indiana,02a90c65
906,Shirley town,Indiana,02ab28b6
621,Sandy Lake borough,Pennsylvania,02af3ddb
727,Collbran town,Colorado,02afaf4a
130,Acequia city,Idaho,02b1dbfe
3160,Port Washington North village,New York,02b281f3
265,Woodbury borough,Pennsylvania,02b4155d
521,Miami city,Texas,02b53f33
1292,Lakewood Club village,Michigan,02bb47d4
1971,Boonville village,New York,02bf2abd
10495,Hobart village,Wisconsin,02c1eb69
113,Lake Henry city,Minnesota,02c31861
132,Raywick city,Kentucky,02c3d1e9
24,Gerster town,Missouri,02d3af0b
194,Newtonia town,Missouri,02dc8beb
92,Luzerne city,Iowa,02de25af
72507,Redmond city,Washington,02e4d70c
5114,Lake City city,Minnesota,02f0462f
48929,Palm Springs city,California,02f57689
163,Rebecca town,Georgia,02fd24da
8256,Black Mountain town,North Carolina,030783df
2771,Solon city,Iowa,0308d70c
1869,Blaine city,Tennessee,030d963e
197,Goodlow city,Texas,030dc336
37183,Greenfield city,Wisconsin,03132aec
146,Reed town,Arkansas,031373e3
3713,Albia city,Iowa,0314f328
9096,Grinnell city,Iowa,031688fc
129,Marietta town,Texas,031767d6
896,Danville city,Iowa,0317aa56
2280,Utica village,Ohio,0318f624
18495,Newburyport city,Massachusetts,031a9457
1149,Springville city,Iowa,031cee77
23,Amidon city,North Dakota,03246a0c
191,Lincolnville city,Kansas,03289ee0
15468,Hermitage city,Pennsylvania,032fcf30
568,Humboldt town,South Dakota,033195ae
260,Genoa village,Wisconsin,03331894
1005,De Kalb town,Mississippi,033992bd
2124,San Juan Bautista city,California,033d6438
159,Cloverdale village,Ohio,033f6021
3236,Elgin city,Oklahoma,033fd81b
8136,Cameron city,Missouri,0341c858
176,West Millgrove village,Ohio,03447758
885,Roseville village,Illinois,034a6486
136,Cadiz town,Indiana,0351dc4d
3003,Walsenburg city,Colorado,0351df27
580,Hulbert town,Oklahoma,035450e9
19760,Lake Zurich village,Illinois,0357edc3
12090,Coldwater city,Michigan,035849b7
282,Victoria village,Illinois,035c77be
4238,Summerville city,Georgia,035d3bc2
463,Fort Ann village,New York,035e843a
43,Lorton village,Nebraska,0363c6fb
125,Bouton city,Iowa,03649827
251,Mantoloking borough,New Jersey,0365140c
1096,Lonaconing town,Maryland,0367a05d
874,Newport town,Delaware,037695b5
2346,Gold Beach city,Oregon,037cb3bb
827,Tilden village,Illinois,03801ea4
523,Rockleigh borough,New Jersey,0380e09c
4701,Crossett city,Arkansas,038abe1d
3352,Union Springs city,Alabama,038cd203
133,Glasgow village,Illinois,038e2588
107,Belknap village,Illinois,03908e4c
10334,Worth village,Illinois,039170f9
20034,Mountain Brook city,Alabama,0399e882
1095,Cayuga town,Indiana,039d30ca
87691,Citrus Heights city,California,03a397df
90,Saulsbury town,Tennessee,03a5e517
582,Minto city,North Dakota,03a88ae6
13049,Henderson city,Texas,03b34495
999,Wanatah town,Indiana,03b47769
5834,Carterville city,Illinois,03b5b718
645,Stephen city,Minnesota,03b91287
168,Shongaloo village,Louisiana,03d1bb1d
351,Cedar Rapids village,Nebraska,03d3b2a9
497,Wilmot city,South Dakota,03d92409
668,Cleveland city,Missouri,03e325ba
1133,Wellsville city,Missouri,03e50bc2
9623,Middletown borough,Pennsylvania,03eca0c8
238,Union Dale borough,Pennsylvania,03ecd946
430,Troutville town,Virginia,03f04411
11927,Abbeville city,Louisiana,03f0c7ff
92,Greenfield town,Oklahoma,03f418a0
851,New Milford village,Illinois,03f6b591
3105,Eagle Lake city,Florida,03f8a14d
1015,Garrett Park town,Maryland,03fab719
6500,Pass Christian city,Mississippi,03fb3c6f
16910,Phoenixville borough,Pennsylvania,03fd17e4
573,Marion Heights borough,Pennsylvania,03ffe30d
2293,Flandreau city,South Dakota,040035c7
639,Huntsville town,Utah,04003e7b
119862,Rochester city,Minnesota,0400833c
1752,Forsyth city,Montana,0401155a
192,Munich city,North Dakota,04037078
362,Pilger village,Nebraska,04038f11
4302,Belleair town,Florida,0406ce6b
24398,Rockville Centre village,New York,040b6a24
1232,Fayette village,Ohio,0411a16b
168,Burkittsville town,Maryland,0412aeb6
94421,Quincy city,Massachusetts,04130c92
387,Edom city,Texas,04132444
4785,Morgan's Point Resort city,Texas,0413a584
416,Nevis city,Minnesota,04157195
341,Dietrich city,Idaho,041738f8
994,Burgin city,Kentucky,04182857
2088,Angola village,New York,041aa789
69577,Delray Beach city,Florida,041c42b1
10159,Bound Brook borough,New Jersey,041c8ee8
2054,Pine Grove borough,Pennsylvania,041d29a8
487,Craigmont city,Idaho,0420b3b6
130,Norman town,North Carolina,0420cf15
331,Weston village,Nebraska,042118ac
36125,Watertown Town city,Massachusetts,0423c062
567,Medaryville town,Indiana,04244aa8
900,Odessa town,Washington,0426d541
814,Sarepta town,Louisiana,042702ac
107,Scottville village,Illinois,0429876c
128,Fleming city,Missouri,04312378
9509,Bay Minette city,Alabama,043350f2
629,Taconite city,Minnesota,04357638
44051,San Bruno city,California,04375d2a
162,Lewisville village,Ohio,04375f1d
4525,Clarkdale town,Arizona,043d50ab
425,Miltona city,Minnesota,043fbaf4
58,Balta city,North Dakota,044cc573
1389,Markesan city,Wisconsin,04532dce
598,Dexter city,Iowa,046089b2
260,Murdock city,Minnesota,04654462
424,Parish village,New York,046ad571
492,Oakland town,Mississippi,046e899b
1879,Denver city,Iowa,046fedd9
430,Clay town,West Virginia,04708b59
23,Mustang town,Texas,0472e5a5
1861,Laurel Springs borough,New Jersey,0479fa29
75867,Milpitas city,California,047fc444
7261,Roosevelt city,Utah,0486df70
1172,Yamhill city,Oregon,048d3141
964,Dortches town,North Carolina,04910d64
42,Matfield Green city,Kansas,0492229e
11058,Woodbury village,New York,04935324
811,Coffeeville town,Mississippi,0499a57f
6,Cave town,Missouri,049ee49d
401,Saunemin village,Illinois,04a3cecc
1112,Prospect borough,Pennsylvania,04b49455
9062,San Elizario city,Texas,04b8ee96
886,Seaman village,Ohio,04b9ce10
256,Rodessa village,Louisiana,04c06ee4
3988,New Lebanon village,Ohio,04c3c99b
6203,Independence city,Iowa,04c890fd
1219,Tower Lakes village,Illinois,04c98283
4302,Spring Valley Village city,Texas,04d17802
702,Harleyville town,South Carolina,04d78e20
1251,Gnadenhutten village,Ohio,04df5d79
781,Shoals town,Indiana,04e0b7a7
3492,Unadilla city,Georgia,04e1e133
1534,Jefferson town,North Carolina,04e34f48
68027,Yorba Linda city,California,04e398f2
516,Lovilia city,Iowa,04e4fc72
3599,Frontenac city,Missouri,04e63f54
38303,Tupelo city,Mississippi,04e8c287
73740,Camden city,New Jersey,04f1ff35
447,Senecaville village,Ohio,04f3213a
37034,San Juan city,Texas,04f5ef17
2394,Liverpool village,New York,04f6b416
312,Avant town,Oklahoma,04fe41f8
1755,Wayland village,New York,0501d1b2
37317,Spartanburg city,South Carolina,05071745
1202,Rossville village,Illinois,050a06c0
2928,Valley city,Nebraska,050ba749
51,Satartia village,Mississippi,050deb58
162,Peever town,South Dakota,050e7f62
384,Damascus town,Arkansas,051011fd
12655,Woodland Park borough,New Jersey,05104701
2187,Pink town,Oklahoma,05192f2e
8990,Merrill city,Wisconsin,05194067
261,Uniontown city,Kansas,051a4331
10972,Grosse Pointe Park city,Michigan,051edf7a
2891,Spring Lake borough,New Jersey,052f9e23
6663,Litchfield city,Minnesota,053491be
168090,Springfield city,Missouri,0537968f
2135,Belville town,North Carolina,05390044
287,Unionville borough,Pennsylvania,053bc937
473,Coalton village,Ohio,0541af78
20107,Nogales city,Arizona,05450ca4
4041,Sharpsville borough,Pennsylvania,05454843
1327,Pittsford village,New York,05485e93
102,Turner village,Michigan,05487f78
18109,West Columbia city,South Carolina,054a78b7
40435,Pine Bluff city,Arkansas,054bb31b
2665,Newtown village,Ohio,054e70b1
4511,Cramerton town,North Carolina,054f69ed
1697,Bristol town,Indiana,05530443
286,Bowler village,Wisconsin,05549a20
2118,Jal city,New Mexico,055d74cf
651,Matherville village,Illinois,055ea320
13006,Coatesville city,Pennsylvania,0563f16b
85,Wilsonville village,Nebraska,0566190c
5817,Jamesburg borough,New Jersey,0566c21a
2994,Seagraves city,Texas,05678146
17715,Anacortes city,Washington,0587f5dd
1938,Collinsville town,Alabama,058c7a2a
806,Hollow Creek city,Kentucky,05954f61
202,San Jon village,New Mexico,059d2a69
1663,Trempealeau village,Wisconsin,059dcb3a
1973,Battle Ground town,Indiana,05a0cd9d
1801,Elgin city,Oregon,05a1e1a2
3022,Ferrysburg city,Michigan,05a2ca35
96,Lonsdale town,Arkansas,05a30b9b
474,Stem town,North Carolina,05a62f97
464,Tull town,Arkansas,05a6b456
803,Fairplay town,Colorado,05a8ce21
861,Marblehead village,Ohio,05b722d4
744,Estelline city,South Dakota,05b8b4ff
85,Cottage Grove town,Tennessee,05bc9f38
2217,Wenonah borough,New Jersey,05c27a63
3843,Valdez city,Alaska,05c7265f
155,New Castle town,Virginia,05ca2440
1357,Uintah town,Utah,05ca92f9
842,Coalmont city,Tennessee,05d42f50
216,Scotsdale town,Missouri,05d627b8
1375,Oakland city,Missouri,05dcf230
2309,Village of Four Seasons village,Missouri,05e152c4
123,Damar city,Kansas,05e1c870
977,Bristol city,Florida,05e33479
1413,Youngsville town,North Carolina,05e72fca
1668,Young Harris city,Georgia,05e7ac59
1066,Farmersburg town,Indiana,05e8c2f9
400,Barstow city,Texas,05e93ab7
2080,Pine Level town,North Carolina,05ea8e5d
70143,Daytona Beach city,Florida,05ec02df
1224,Jewett city,Texas,05f69753
879,Mountain Village city,Alaska,05fa3ee8
995,Ladoga town,Indiana,05fa626f
140,Marble town,Colorado,05ffcf6f
5178,Brady city,Texas,060144ba
310,Lakeland Shores city,Minnesota,0605bc5f
828,Cameron city,West Virginia,06064e5e
1552,Stanfield town,North Carolina,06071683
20381,Port Angeles city,Washington,060731ba
1984,Star City town,West Virginia,0610db7c
180,Modesto village,Illinois,0611cb8f
493,Chalmers town,Indiana,06134e10
79,Trosky city,Minnesota,0616771c
33448,Andover city,Minnesota,06169d50
131,Avilla town,Missouri,061b48c0
59095,Huntersville town,North Carolina,0622d55e
23937,Kuna city,Idaho,0622eec6
15947,Payson town,Arizona,0623c69b
8217,Hornell city,New York,0630c79c
854,Hyndman borough,Pennsylvania,0633c4cc
793,Windfall City town,Indiana,06360489
9052,Grosse Pointe Farms city,Michigan,06379611
19730,La Cañada Flintridge city,California,0638aed1
50085,Galveston city,Texas,063d12f1
2313,Cedaredge town,Colorado,0642210a
785,Candor village,New York,0644a4a1
194,Sobieski city,Minnesota,064b1306
12387,Amherst city,Ohio,064dfc7d
5815,McKees Rocks borough,Pennsylvania,064f17e1
211,Grygla city,Minnesota,064ffae8
263,Wheeling city,Missouri,06612b99
978,Aynor town,South Carolina,0662f4a5
10615,Monmouth city,Oregon,06639c6c
603,Hatley village,Wisconsin,066a7687
1057,Otisville village,New York,066bb5aa
10328,Union City city,Tennessee,06710eb5
979,Hawesville city,Kentucky,067352d1
2372,Apalachicola city,Florida,06797d8d
1483,Herscher village,Illinois,067aafa3
403166,Tulsa city,Oklahoma,067cdc3f
5693,Clarion borough,Pennsylvania,067f8f78
341,Strathmoor Manor city,Kentucky,068081ff
648,Gallaway city,Tennessee,0682c9d8
2030,Erath town,Louisiana,0688c463
3790,Manti city,Utah,0688e9ed
236,Spickard city,Missouri,068eb2f1
146,Hardy village,Nebraska,0695b59d
18863,Seminole city,Florida,069ab046
1983,Collinsville town,Texas,069fba76
28,Fortescue town,Missouri,06a5a77f
1135,Elk Run Heights city,Iowa,06a6ab62
524,Suring village,Wisconsin,06a880ef
23889,Katy city,Texas,06a9fd26
818,Arlington village,Wisconsin,06abd3c8
248,Dedham city,Iowa,06af54fb
1244,Dexter town,New Mexico,06b3749c
540,Elizabethtown town,Indiana,06b3c1df
327,Shoal Creek Drive village,Missouri,06bac4ff
8058,Diamondhead city,Mississippi,06be584b
12836,Dunmore borough,Pennsylvania,06c15724
1636,Steelville city,Missouri,06c3f0ba
349,Valley Grove village,West Virginia,06c66c8f
711,Lexington town,Alabama,06c76b0f
299,Doylestown village,Wisconsin,06cdf5ae
14857,Kilgore city,Texas,06d10fc4
10153,Somers Point city,New Jersey,06d56ed0
54488,Leesburg town,Virginia,06d6f1f4
15697,Mitchell city,South Dakota,06d7e74b
34934,Menlo Park city,California,06daa2a5
195272,Grand Prairie city,Texas,06e0a0ea
560,Caledonia village,Ohio,06e23ade
7810,Bridge City city,Texas,06e5ffad
705,Tonica village,Illinois,06ea8786
420,Rolling Hills town,Wyoming,06f06264
1815,Memphis city,Missouri,06f2edfd
1915,Midway city,Kentucky,06fa593e
28,Annada village,Missouri,07026276
264,Modale city,Iowa,0702b1c1
89860,Carson city,California,07061ec9
7519,South Boston town,Virginia,07064ec1
3260,Masontown borough,Pennsylvania,0709710a
586,Cove city,Texas,070be37b
55,Raymond town,South Dakota,070be6f3
5733,Lebanon city,Kentucky,071b6f17
100636,Vista city,California,071ba61a
39681,Issaquah city,Washington,071f36d8
148,Boaz village,Wisconsin,0722ca6d
185,Nelson city,Missouri,072385b9
172,Sparks town,Oklahoma,0723fdbd
1680,Romney city,West Virginia,072541ef
295,Endicott town,Washington,072d08f2
49,Tolley city,North Dakota,072f051a
2863,Whitehall city,Michigan,07319ec3
8314,Perryton city,Texas,0733ca3c
299,Eagleville town,Missouri,0734f613
8442,Arcadia city,Florida,073539a1
934,Camp Hill town,Alabama,073654d9
703,Saluda city,North Carolina,073af819
2897,Bowling Green city,Florida,073c5ab4
1546,Logansport town,Louisiana,073de5ea
444,Springboro borough,Pennsylvania,074309cc
38701,Lake Worth city,Florida,07454a1b
24516,Burlington city,Iowa,0746106c
55,Aurora city,Kansas,07476afa
248,Litchfield village,Nebraska,07492d7e
295,Potsdam village,Ohio,0749ac94
3864,Eastland city,Texas,074bb15b
9614,Keansburg borough,New Jersey,074db6fc
472,Collins city,Iowa,074ec587
102401,El Cajon city,California,07509492
39350,Rosenberg city,Texas,075310d6
578,Willisville village,Illinois,07569571
118,Forest River city,North Dakota,07575531
1444,Pine Prairie village,Louisiana,075be024
5064,Barling city,Arkansas,075d80f7
604,West Point town,Alabama,075e5ee6
465,Gilmore City city,Iowa,0763de83
809,East Camden town,Arkansas,0767041a
27481,Tualatin city,Oregon,076b4970
709,Kadoka city,South Dakota,07713d29
64,Nimmons town,Arkansas,07745b4f
38939,Hot Springs city,Arkansas,07748b74
258,St. Hilaire city,Minnesota,077644a4
2013,Star City city,Arkansas,0776548a
5049,Colona city,Illinois,0788a42f
164,Rondo town,Arkansas,078c2f2e
6818,Bremen city,Georgia,078d3bd9
992,Parkers Prairie city,Minnesota,078f5a1d
5451,Terrell Hills city,Texas,07980f57
6,Fontana Dam town,North Carolina,0798614e
285,Lytton city,Iowa,0799df85
2240,Herington city,Kansas,079d0d98
654,Racine village,Ohio,07a1bca8
3715,Cozad city,Nebraska,07a1ddd7
242,Fontana city,Kansas,07a54a3d
9543,Oil City city,Pennsylvania,07a66c2c
24,Haynes city,North Dakota,07a8ce4b
281,Wyatt city,Missouri,07a95059
836,Spaulding village,Illinois,07abe4d4
9725,Hamburg village,New York,07ac749b
40,Benton town,Alabama,07ad602a
1626,Elk Rapids village,Michigan,07ae33f9
275,Hartleton borough,Pennsylvania,07b064b6
71,Oneida city,Kansas,07b22c8d
154,Sauget village,Illinois,07bb8419
172,Anawalt town,West Virginia,07c097af
5692,Central City city,Kentucky,07c120d3
107,Brock village,Nebraska,07c4f9fd
178,Shelly city,Minnesota,07c5155d
1841,Belleville city,Kansas,07c516a4
253,Prescott village,Michigan,07c75219
979,Goodland town,Indiana,07c7fd56
912,East Prospect borough,Pennsylvania,07cbefb3
410,Melvin village,Illinois,07cda05e
42440,Schertz city,Texas,07ce8d6c
153,Amesville village,Ohio,07d5df5b
1685,Panguitch city,Utah,07e220d6
2400,Tappahannock town,Virginia,07e545f1
875,Trinidad city,Texas,07ebeb1f
53132,West New York town,New Jersey,07ecad6c
549,North Brentwood town,Maryland,07f1df61
232,Darbyville village,Ohio,07f54e66
593,Dieterich village,Illinois,07f5d12d
4267,Medford city,Wisconsin,07f5fbd9
827,Calhan town,Colorado,07f9d1f2
1306,Miller city,South Dakota,07f9e64d
454,Sterling village,Nebraska,07fb07fa
546,Mettawa village,Illinois,07fb4a3e
68805,Davis city,California,07fcc70d
14907,Greenwood Village city,Colorado,07fcf378
1296,Winona city,Missouri,080309b3
7382,Globe city,Arizona,080361b4
541,Cathlamet town,Washington,080bd7ba
2579,Myrtle Point city,Oregon,080c945a
105,Grass Range town,Montana,080d9665
6716,Strasburg town,Virginia,080dc48b
62,Sentinel Butte city,North Dakota,080e77fe
9682,Wapakoneta city,Ohio,080f4358
928,Blue River town,Colorado,08102248
5659,Chickasaw city,Alabama,0814afe0
3229,Bushnell city,Florida,08174832
285,Blakesburg city,Iowa,081a0ebc
1152,Valley Falls city,Kansas,081b0567
2534,Navassa town,North Carolina,081dac6d
2230,Weimar city,Texas,081dad0b
48,Nekoma city,North Dakota,081e16d9
141,Plevna town,Montana,08242e7a
153,Vance town,South Carolina,0827dc63
10551,Sumner city,Washington,082833e4
2732,Wind Gap borough,Pennsylvania,082b35b8
2203,Brownsville borough,Pennsylvania,082db498
1012,Alexandria Bay village,New York,082e317c
537,Geneva city,Minnesota,082f08d7
648,St. Lucie Village town,Florida,08332029
26,Chelsea town,South Dakota,08368b2b
36,McLean village,Nebraska,0838db0b
44837,Prescott city,Arizona,0844b113
1065,Blue Mound village,Illinois,084c3a21
11807,South Miami city,Florida,08514a99
33,Byers city,Kansas,0851dbb6
80,Tuttle city,North Dakota,08591c7b
11040,Grand Haven city,Michigan,085fde4a
5710,Fair Haven borough,New Jersey,08612425
243,Boulder town,Utah,0865110d
1757,St. Marys city,West Virginia,086f6e8e
442,Nelson city,Nebraska,0871da73
269,Stonewall town,North Carolina,08725e0b
1055,Marcus city,Iowa,0876fffd
753,Iberia city,Missouri,08774a7b
102,Mutual village,Ohio,087a8fec
678,Aroma Park village,Illinois,087c338a
88,Revere city,Minnesota,087f787c
17338,Lemont village,Illinois,0882a564
110,Gum Springs town,Arkansas,088b28e3
918,Millville borough,Pennsylvania,088be972
404,Wyndmere city,North Dakota,088cdeb6
796,Cambridge city,Iowa,088e0bb9
6711,Lauderdale-by-the-Sea town,Florida,08909301
864,Dugger town,Indiana,0890ae16
45136,Sherman city,Texas,0890baff
3959,Dumas city,Arkansas,089201c5
253,Chambers village,Nebraska,08936796
2380,Odem city,Texas,0898a9dc
107,Orme town,Tennessee,089d55d1
42705,Freeport village,New York,089ff912
979,Bronte town,Texas,08a44542
517,George city,Washington,08aa7423
57770,Santee city,California,08aafdb1
181,Gravity city,Iowa,08b4323d
7183,Rockland city,Maine,08b7d808
27857,Fridley city,Minnesota,08b8a883
8351,Wickenburg town,Arizona,08be9824
123,Tensed city,Idaho,08c00263
769,Hanover village,Illinois,08c62e67
1697,Bladenboro town,North Carolina,08c8aa61
457,Urbanna town,Virginia,08c98c60
557,Middle Point village,Ohio,08ca3603
4005,Fredericktown city,Missouri,08d0a1fa
864,Walnut Creek village,North Carolina,08d2a383
291,Hedley city,Texas,08d3c4ec
2284,Redington Shores town,Florida,08d95222
4326,Bayside village,Wisconsin,08da9f81
214,Linden city,Iowa,08dd9143
8400,Stuttgart city,Arkansas,08ddcd50
1681,Oakfield village,New York,08decfe3
1486,Orfordville village,Wisconsin,08e251e9
2234,Holden city,Missouri,08e555cf
147,Morrowville city,Kansas,08e6aa61
528,Meshoppen borough,Pennsylvania,08ebd86b
3580,Mount Pleasant city,Utah,08ef3829
211,Shanksville borough,Pennsylvania,08f31dd0
77,Wellfleet village,Nebraska,08f4b13f
1378,Fayette city,Iowa,08f646bf
490,Altona village,Illinois,08f7b3d2
1214,Courtland town,Virginia,08f8b53b
