name,state,id,pop_2020
Saline County,Illinois,4ec8de87,23182
Sangamon County,Illinois,fc72b9da,193882
Schuyler County,Illinois,1427acb3,6738
Scott County,Illinois,72d55289,4950
Shelby County,Illinois,b130d0b8,21299
Stark County,Illinois,0566ff27,5262
Stephenson County,Illinois,ebb2889e,43831
Tazewell County,Illinois,02f68c0f,130777
Union County,Illinois,dac3fc08,16498
Vermilion County,Illinois,afd92e28,74855
Wabash County,Illinois,9dd828e3,11190
Warren County,Illinois,54f08c8f,16696
Washington County,Illinois,8c0e337d,13764
Wayne County,Illinois,bd95446b,16031
White County,Illinois,9685bd6b,13364
Whiteside County,Illinois,8e06ad3a,54656
Will County,Illinois,0abc3c5f,688726
Williamson County,Illinois,4c40b9db,66415
Winnebago County,Illinois,8ca46c0f,281295
Woodford County,Illinois,21dad27c,38091
Adams County,Indiana,d3c25a82,35839
Allen County,Indiana,0c0d0b0a,382187
Bartholomew County,Indiana,c0ab0872,84447
Benton County,Indiana,338c49a2,8741
Blackford County,Indiana,dba44d00,11782
Boone County,Indiana,4407b0c6,69347
Brown County,Indiana,0bd5a76a,15112
Carroll County,Indiana,ff44c653,20228
Cass County,Indiana,85b4a35d,37388
Clark County,Indiana,dc442827,119266
Clay County,Indiana,8b34813c,26246
Clinton County,Indiana,dd1abd64,32206
Crawford County,Indiana,c9c00ef1,10629
Daviess County,Indiana,32128f6f,33505
Dearborn County,Indiana,a22979ae,49824
Decatur County,Indiana,fd556f87,26584
DeKalb County,Indiana,f49f8f17,43670
Delaware County,Indiana,f18bd962,113454
Dubois County,Indiana,c4825ab9,42542
Elkhart County,Indiana,fb1cdb6a,206161
Fayette County,Indiana,3d4f0582,22892
Floyd County,Indiana,25cee27b,78936
Fountain County,Indiana,98ac742c,16511
Franklin County,Indiana,80357ad5,22761
Fulton County,Indiana,a5e18a26,20018
Gibson County,Indiana,d3404212,33825
Grant County,Indiana,766c9539,65225
Greene County,Indiana,eb70a62f,32203
Hamilton County,Indiana,a81da77a,344238
Hancock County,Indiana,c01bc552,79553
Harrison County,Indiana,63ed5ed8,40682
Hendricks County,Indiana,291501d9,173251
Henry County,Indiana,57b5c21d,48033
Howard County,Indiana,38774d08,82732
Huntington County,Indiana,3dc6a84a,36395
Jackson County,Indiana,0cbb93db,44222
Jasper County,Indiana,0b832ab9,33440
Jay County,Indiana,f007bc13,20416
Jefferson County,Indiana,02607e63,32110
Jennings County,Indiana,62d3e480,27515
Johnson County,Indiana,92ddc8a1,160607
Knox County,Indiana,463b37a9,36522
Kosciusko County,Indiana,8d0e46bc,78988
LaGrange County,Indiana,6452c3f5,40119
Lake County,Indiana,65ac1763,487536
LaPorte County,Indiana,faefc95c,109663
Lawrence County,Indiana,c2c9c591,45496
Madison County,Indiana,f2656c44,129681
Marion County,Indiana,4666c79e,966183
Marshall County,Indiana,d8a3b8e2,46108
Martin County,Indiana,0b0485bd,10079
Miami County,Indiana,e2dae370,35328
Monroe County,Indiana,28e0bf9e,148219
Montgomery County,Indiana,e1f6fbae,38365
Morgan County,Indiana,d8959b12,70707
Newton County,Indiana,4c020a7a,13907
Noble County,Indiana,7dc00d36,47832
Ohio County,Indiana,e5b44e43,5892
Orange County,Indiana,f8dbb79f,19651
Owen County,Indiana,6464684f,20833
Parke County,Indiana,db17251d,16871
Perry County,Indiana,136cb70d,19154
Pike County,Indiana,0c154e32,12378
Porter County,Indiana,25d9a611,170980
Posey County,Indiana,eccea887,25275
Pulaski County,Indiana,8e0fe456,12388
Putnam County,Indiana,231df080,37469
Randolph County,Indiana,597d68ae,24191
Ripley County,Indiana,7d503074,28448
Rush County,Indiana,a9f30bc7,16649
St. Joseph County,Indiana,51865d09,271484
Scott County,Indiana,f81e9ae5,23788
Shelby County,Indiana,b357aba4,44871
Spencer County,Indiana,6055bd04,20225
Starke County,Indiana,67050fb8,23049
Steuben County,Indiana,126fa21c,34831
Sullivan County,Indiana,f54fd26e,20578
Switzerland County,Indiana,4e888357,10724
Tippecanoe County,Indiana,5c7a0f0c,196115
Tipton County,Indiana,83a3f3f0,15227
Union County,Indiana,afbafde5,7119
Vanderburgh County,Indiana,05b940a3,182447
Vermillion County,Indiana,82ac96db,15329
Vigo County,Indiana,737c3f5a,106608
Wabash County,Indiana,14f79fde,30784
Warren County,Indiana,1ef007c7,8194
Warrick County,Indiana,51019daf,63269
Washington County,Indiana,8cf21631,28213
Wayne County,Indiana,88090c4d,65778
Wells County,Indiana,80e875f4,28142
White County,Indiana,2ef33072,24165
Whitley County,Indiana,e4cbe47c,34378
Adair County,Iowa,26337947,7059
Adams County,Iowa,fb3c4c20,3588
Allamakee County,Iowa,af2dc03d,13642
Appanoose County,Iowa,bbf237be,12430
Audubon County,Iowa,7b51319d,5481
Benton County,Iowa,b87609ce,25414
Black Hawk County,Iowa,65dbc424,130786
Boone County,Iowa,ee003be2,26277
Bremer County,Iowa,9590c89b,25311
Buchanan County,Iowa,d6eef513,21287
Buena Vista County,Iowa,95d547d3,19772
Butler County,Iowa,b1cddf73,14333
Calhoun County,Iowa,50aa4437,9473
Carroll County,Iowa,917b0aa7,19914
Cass County,Iowa,d3faf492,12817
Cedar County,Iowa,9e9b4bbe,18485
Cerro Gordo County,Iowa,cbd57159,42103
Cherokee County,Iowa,6fcb6ee5,11190
Chickasaw County,Iowa,0303705d,11834
Clarke County,Iowa,b43f2516,9353
Clay County,Iowa,b6bc8239,15976
Clayton County,Iowa,e1239c49,17321
Clinton County,Iowa,a43cbfe2,46392
Crawford County,Iowa,5ce5f8fa,16834
Dallas County,Iowa,cd426489,96963
Davis County,Iowa,b5382b31,9051
Decatur County,Iowa,cda759d7,7769
Delaware County,Iowa,1077a53d,16937
Des Moines County,Iowa,0879aff0,38708
Dickinson County,Iowa,d2a0784e,17549
Dubuque County,Iowa,513cdef9,97590
Emmet County,Iowa,4b1ce801,9095
Fayette County,Iowa,0d7fc1e9,19258
Floyd County,Iowa,fee2c013,15480
Franklin County,Iowa,ba80ac87,9971
Fremont County,Iowa,6b0dc531,6729
Greene County,Iowa,76c7d49f,8795
Grundy County,Iowa,18288055,12217
Guthrie County,Iowa,a08e06ad,10737
Hamilton County,Iowa,0d22b285,14716
Hancock County,Iowa,c973c899,10507
Hardin County,Iowa,902effbd,16575
Harrison County,Iowa,48935698,13928
Henry County,Iowa,7a0b0119,19697
Howard County,Iowa,3cd86ecd,9176
Humboldt County,Iowa,83b55a56,9473
Ida County,Iowa,07bdb94d,6833
Iowa County,Iowa,3b4c8abe,16138
Jackson County,Iowa,ec03b39f,19205
Jasper County,Iowa,e6321cbd,37148
Jefferson County,Iowa,9e6c222c,18347
Johnson County,Iowa,31c849b0,153740
Jones County,Iowa,01a175b7,20617
Keokuk County,Iowa,b72c217c,10085
Kossuth County,Iowa,19f74803,14680
Lee County,Iowa,99d3bd70,33480
Linn County,Iowa,34447663,227854
Louisa County,Iowa,fa3f9f22,11011
Lucas County,Iowa,fa1601a8,8518
Lyon County,Iowa,d2bdc4ea,11756
Madison County,Iowa,476df58e,16521
Mahaska County,Iowa,f555887e,22370
Marion County,Iowa,245c1604,33168
Marshall County,Iowa,500ff75e,39495
Mills County,Iowa,c446b193,14766
Mitchell County,Iowa,30460d6f,10647
Monona County,Iowa,4d8d440f,8598
Monroe County,Iowa,22e437d9,7770
Montgomery County,Iowa,3921e452,9935
Muscatine County,Iowa,01bdd1b9,42394
O'Brien County,Iowa,25a1305b,13679
Osceola County,Iowa,8cc4cfe4,5987
Page County,Iowa,8f31b92b,15073
Palo Alto County,Iowa,41fc2c34,8845
Plymouth County,Iowa,52b519f6,25219
Pocahontas County,Iowa,d994376f,6607
Polk County,Iowa,d4241e87,494281
Pottawattamie County,Iowa,444e5e55,93328
Poweshiek County,Iowa,3f2811d7,18381
Ringgold County,Iowa,565eba26,4801
Sac County,Iowa,8e7b27b8,9603
Scott County,Iowa,3c057c97,173216
Shelby County,Iowa,b9db1ff6,11430
Sioux County,Iowa,428f9150,35043
Story County,Iowa,cd1e0d6d,98237
Tama County,Iowa,e4308714,16801
Taylor County,Iowa,35dbe04e,6092
Union County,Iowa,f9a5deb5,12157
Van Buren County,Iowa,9ebcb257,7069
Wapello County,Iowa,db2e483f,34985
Warren County,Iowa,d760e61f,52265
Washington County,Iowa,8355eb10,21992
Wayne County,Iowa,aad8bcfa,6415
Webster County,Iowa,8bc825ea,35934
Winnebago County,Iowa,11c5eec7,10277
Winneshiek County,Iowa,bff3309d,19862
Woodbury County,Iowa,fe808739,103138
Worth County,Iowa,2bdb232b,7359
Wright County,Iowa,1e81c66b,12416
Allen County,Kansas,8c34af07,12399
Anderson County,Kansas,8fb2636b,7949
Atchison County,Kansas,39223dd8,16015
Barber County,Kansas,a306868a,4358
Barton County,Kansas,1f9bc0b7,25658
Bourbon County,Kansas,d3ec0afd,14435
Brown County,Kansas,1d50887a,9482
Butler County,Kansas,4ea786a8,66992
Chase County,Kansas,d2b43786,2586
Chautauqua County,Kansas,c52859fb,3230
Cherokee County,Kansas,ed2a1e96,19681
Cheyenne County,Kansas,ad5d6b1f,2600
Clark County,Kansas,2676efee,1963
Clay County,Kansas,7a8d225c,8025
Cloud County,Kansas,a63c8c6e,8642
Coffey County,Kansas,24d4ecdc,8158
Comanche County,Kansas,d07a2b20,1690
Cowley County,Kansas,f542605e,34628
Crawford County,Kansas,cf09e9fc,38730
Decatur County,Kansas,178cf672,2776
Dickinson County,Kansas,4750091e,18266
Doniphan County,Kansas,24babf79,7496
Douglas County,Kansas,bf156f24,122530
Edwards County,Kansas,9d88160a,2750
Elk County,Kansas,ad59a34e,2507
Ellis County,Kansas,874ddc25,28671
Ellsworth County,Kansas,c6a3c966,6034
Finney County,Kansas,9f906a98,35917
Ford County,Kansas,346bb172,33094
Franklin County,Kansas,e4a8434f,25703
Geary County,Kansas,e6d16410,32218
Gove County,Kansas,90aa2f7d,2621
Graham County,Kansas,0f7781bd,2389
Grant County,Kansas,ad60b0ca,7077
Gray County,Kansas,eff07974,5954
Greeley County,Kansas,151e51ed,1196
Greenwood County,Kansas,5c73e151,5868
Hamilton County,Kansas,fa460aca,2425
Harper County,Kansas,b2ed0445,5336
Harvey County,Kansas,060c8d0c,34291
Haskell County,Kansas,8dd781c9,3923
Hodgeman County,Kansas,8ebc81e5,1779
Jackson County,Kansas,c3b47055,13171
Jefferson County,Kansas,e6e73a31,19032
Jewell County,Kansas,a90ec9a3,2833
Johnson County,Kansas,ba13ba0a,607220
Kearny County,Kansas,227c1f0d,3745
Kingman County,Kansas,b5f08703,6974
Kiowa County,Kansas,19dca522,2456
Labette County,Kansas,ed826831,19586
Lane County,Kansas,44a041e0,1518
Leavenworth County,Kansas,77011162,82246
Lincoln County,Kansas,44851be9,2986
Linn County,Kansas,3dbcb390,9654
Logan County,Kansas,adca6733,2732
Lyon County,Kansas,d2269d2e,33045
McPherson County,Kansas,a45a1382,28448
Marion County,Kansas,f042dee7,11652
Marshall County,Kansas,e4fbf0d8,9652
Meade County,Kansas,cd6a5523,4029
Miami County,Kansas,b712ccbd,34334
Mitchell County,Kansas,b8db56b3,5879
Montgomery County,Kansas,f5dee730,31502
Morris County,Kansas,eb7a4244,5559
Morton County,Kansas,40f20b67,2538
Nemaha County,Kansas,e16a95d2,10121
Neosho County,Kansas,174b3af7,15929
Ness County,Kansas,a44eed29,2768
Norton County,Kansas,002be861,5328
Osage County,Kansas,b64f361c,15770
Osborne County,Kansas,0af64ffc,3439
Ottawa County,Kansas,86d55faa,5712
Pawnee County,Kansas,56e733bc,6366
Phillips County,Kansas,61cac88f,5181
Pottawatomie County,Kansas,2fca4539,24722
Pratt County,Kansas,b029b1fa,9127
Rawlins County,Kansas,2379a700,2511
Reno County,Kansas,0c1e172b,61793
Republic County,Kansas,84c8bae9,4536
Rice County,Kansas,0ff682d8,9362
Riley County,Kansas,25b08495,73202
Rooks County,Kansas,ec30fce4,4827
Rush County,Kansas,876a5597,2947
Russell County,Kansas,75bb68ab,6804
Saline County,Kansas,0dd2d587,53926
Scott County,Kansas,3e606692,4790
Sedgwick County,Kansas,885c5e60,519907
Seward County,Kansas,216c65e2,21038
Shawnee County,Kansas,b18868c9,175999
Sheridan County,Kansas,67c94ed6,2520
Sherman County,Kansas,cdafb3e1,5777
Smith County,Kansas,47599540,3544
Stafford County,Kansas,f46f9135,4046
Stanton County,Kansas,8f2ccb6c,1969
Stevens County,Kansas,91dae93b,5388
Sumner County,Kansas,c2d9db3e,22578
Thomas County,Kansas,df1a22de,7702
Trego County,Kansas,42b71100,2758
Wabaunsee County,Kansas,3ad147dd,6906
Wallace County,Kansas,ba1edcc4,1536
Washington County,Kansas,5566c7f7,5427
Wichita County,Kansas,0685cd00,2074
Wilson County,Kansas,73326b78,8362
Woodson County,Kansas,6ce10c6f,3015
Wyandotte County,Kansas,811e2327,165265
Adair County,Kentucky,10cd1202,19555
Allen County,Kentucky,a1f298d8,21303
Anderson County,Kentucky,ceff728b,22833
Ballard County,Kentucky,6e905bc7,7769
Barren County,Kentucky,cdb3dc4f,44300
Bath County,Kentucky,c4919a4b,12481
Bell County,Kentucky,e8c6543a,25482
Boone County,Kentucky,cde6be76,135396
Bourbon County,Kentucky,3c1904f4,19901
Boyd County,Kentucky,947b45fb,46516
Boyle County,Kentucky,4d99bb39,30367
Bracken County,Kentucky,b558c493,8286
Breathitt County,Kentucky,bfda4868,12550
Breckinridge County,Kentucky,fb4b34c8,20537
Bullitt County,Kentucky,891567a7,82182
Butler County,Kentucky,187b4a3a,12703
Caldwell County,Kentucky,8d5a1bfb,12687
Calloway County,Kentucky,1b0cdaf2,39300
Campbell County,Kentucky,f5680405,94020
Carlisle County,Kentucky,4be81408,4692
Carroll County,Kentucky,0782250a,10730
Carter County,Kentucky,0022984d,26542
Casey County,Kentucky,29b806d9,16066
Christian County,Kentucky,12580416,71478
Clark County,Kentucky,f3b70483,36463
Clay County,Kentucky,9dde90cf,19631
Clinton County,Kentucky,c45ffd86,10110
Crittenden County,Kentucky,e41bd708,8847
Cumberland County,Kentucky,34bc1d42,6523
Daviess County,Kentucky,2477cb8b,101978
Edmonson County,Kentucky,7e089023,12235
Elliott County,Kentucky,12652013,7372
Estill County,Kentucky,27ffc1a9,14109
Fayette County,Kentucky,b4da4784,324735
Fleming County,Kentucky,af48a91c,14603
Floyd County,Kentucky,12f8c9d8,34974
Franklin County,Kentucky,831d1f22,51118
Fulton County,Kentucky,3311ab6c,5952
Gallatin County,Kentucky,37f596be,8779
Garrard County,Kentucky,131bfe38,17719
Grant County,Kentucky,66431740,25387
Graves County,Kentucky,8258ce1a,36818
Grayson County,Kentucky,c31a9f56,26480
Green County,Kentucky,77518602,10995
Greenup County,Kentucky,777c652c,34865
Hancock County,Kentucky,7aaefc65,8742
Hardin County,Kentucky,4f0a501f,111309
Harlan County,Kentucky,5026298e,25566
Harrison County,Kentucky,a720cccb,18920
Hart County,Kentucky,76f817bf,19013
Henderson County,Kentucky,d8dff63b,44740
Henry County,Kentucky,9e92d361,16067
Hickman County,Kentucky,e5310b1a,4364
Hopkins County,Kentucky,44a20816,44662
Jackson County,Kentucky,ae88e6d4,13340
Jefferson County,Kentucky,614dcf49,767452
Jessamine County,Kentucky,c6bc723c,54057
Johnson County,Kentucky,a839cb99,22002
Kenton County,Kentucky,6dd72af1,167949
Knott County,Kentucky,9903411b,14512
Knox County,Kentucky,dc40c7b3,31022
Larue County,Kentucky,4246b504,14431
Laurel County,Kentucky,6585f580,61238
Lawrence County,Kentucky,0826eda1,15436
Lee County,Kentucky,72d0e067,7268
Leslie County,Kentucky,2e50b2b6,9637
Letcher County,Kentucky,cfb7d6d5,21213
Lewis County,Kentucky,482bc838,13262
Lincoln County,Kentucky,9a22b8d7,24466
Livingston County,Kentucky,7688a3fb,9041
Logan County,Kentucky,db2e0aed,27416
Lyon County,Kentucky,37dddbe2,8133
McCracken County,Kentucky,c8330009,65644
McCreary County,Kentucky,4c4d4beb,17071
McLean County,Kentucky,96bf07f3,9075
Madison County,Kentucky,1768fe55,94265
Magoffin County,Kentucky,8ac9812b,12017
Marion County,Kentucky,e1db0166,19314
Marshall County,Kentucky,2fb6212f,31163
Martin County,Kentucky,cd43b817,11031
Mason County,Kentucky,3126683e,17035
Meade County,Kentucky,dbe61292,28616
Menifee County,Kentucky,64705d3a,6502
Mercer County,Kentucky,2289dd21,21889
Metcalfe County,Kentucky,6b2f4f37,10058
Monroe County,Kentucky,724c3901,10549
Montgomery County,Kentucky,620d2bfc,28186
Morgan County,Kentucky,6dff841f,13142
Muhlenberg County,Kentucky,4e542809,30457
Nelson County,Kentucky,0b3f8b8b,46450
Nicholas County,Kentucky,1451db90,7234
Ohio County,Kentucky,ebef1cd7,23899
Oldham County,Kentucky,34ed53e1,66999
Owen County,Kentucky,ef9e9faa,11017
Owsley County,Kentucky,3474fb8c,4331
Pendleton County,Kentucky,d89fa933,14586
Perry County,Kentucky,a60b97d3,25456
Pike County,Kentucky,541a6ff6,57057
Powell County,Kentucky,0445e83f,12218
Pulaski County,Kentucky,0df8ede0,65530
Robertson County,Kentucky,404c135f,2136
Rockcastle County,Kentucky,415109e2,16750
Rowan County,Kentucky,4c73cf1a,24682
Russell County,Kentucky,3d983dc4,17998
Scott County,Kentucky,36d9bec7,58470
Shelby County,Kentucky,9a8526b4,49611
Simpson County,Kentucky,1e849fa5,18635
Spencer County,Kentucky,d9b78341,19585
Taylor County,Kentucky,5eeb3543,25707
Todd County,Kentucky,a5d69305,12448
Trigg County,Kentucky,c926c4af,14776
Trimble County,Kentucky,2fbdd083,8481
Union County,Kentucky,bd050116,14443
Warren County,Kentucky,743f176b,134510
Washington County,Kentucky,3cb00ef7,12147
Wayne County,Kentucky,b643fc41,20209
Webster County,Kentucky,2be79459,12923
Whitley County,Kentucky,58313628,36451
Wolfe County,Kentucky,ab44c5aa,7106
Woodford County,Kentucky,f03c9815,26765
Acadia Parish,Louisiana,4081e241,61918
Allen Parish,Louisiana,52b575d6,25440
Ascension Parish,Louisiana,67b58ba1,128665
Assumption Parish,Louisiana,2bf04284,21621
Avoyelles Parish,Louisiana,4d67463e,39966
Beauregard Parish,Louisiana,606e0970,37881
Bienville Parish,Louisiana,cf7632d2,12983
Bossier Parish,Louisiana,92860138,127275
Caddo Parish,Louisiana,9f363824,237479
Calcasieu Parish,Louisiana,030743fe,203310
Caldwell Parish,Louisiana,3cc8a686,9839
Cameron Parish,Louisiana,79d9db3c,7003
Catahoula Parish,Louisiana,6f579469,9226
Claiborne Parish,Louisiana,17c77a06,15508
Concordia Parish,Louisiana,e82606bd,18914
De Soto Parish,Louisiana,7704a9a4,27650
East Baton Rouge Parish,Louisiana,12e8ba5f,439729
East Carroll Parish,Louisiana,393b3237,6589
East Feliciana Parish,Louisiana,ccb63c27,18882
Evangeline Parish,Louisiana,e0dc4652,33276
Franklin Parish,Louisiana,6b0c0ab5,19723
Grant Parish,Louisiana,5cf7e905,22254
Iberia Parish,Louisiana,64816c7f,68991
Iberville Parish,Louisiana,aae0cae3,32070
Jackson Parish,Louisiana,8cacd58a,15574
Jefferson Parish,Louisiana,d61b29cf,432346
Jefferson Davis Parish,Louisiana,ddfb1c12,31208
Lafayette Parish,Louisiana,3eec26e4,246518
Lafourche Parish,Louisiana,20b4a8c1,97596
LaSalle Parish,Louisiana,d166cf98,15021
Lincoln Parish,Louisiana,9f8d5ed1,46552
Livingston Parish,Louisiana,c9bdba47,143737
Madison Parish,Louisiana,749e55f3,10635
Morehouse Parish,Louisiana,24c664d5,24227
Natchitoches Parish,Louisiana,8b82dd82,37655
Orleans Parish,Louisiana,35e3f206,389476
Ouachita Parish,Louisiana,18365c80,152439
Plaquemines Parish,Louisiana,a6f2bb07,23113
Pointe Coupee Parish,Louisiana,7b103b94,21529
Rapides Parish,Louisiana,214969b0,128567
Red River Parish,Louisiana,46bc81f4,8286
Richland Parish,Louisiana,ac56b6bf,20014
Sabine Parish,Louisiana,8ca3bdce,23803
St. Bernard Parish,Louisiana,7b5047af,47647
St. Charles Parish,Louisiana,c358853d,52987
St. Helena Parish,Louisiana,6345a993,10081
St. James Parish,Louisiana,e6135236,20727
St. John the Baptist Parish,Louisiana,95defd3c,42516
St. Landry Parish,Louisiana,d28a9f80,81440
St. Martin Parish,Louisiana,a5efdcc5,52954
St. Mary Parish,Louisiana,f3279bd4,48330
St. Tammany Parish,Louisiana,4a7c617f,263446
Tangipahoa Parish,Louisiana,7bb17145,136765
Tensas Parish,Louisiana,f59ee76c,4178
Terrebonne Parish,Louisiana,55825e0b,109859
Union Parish,Louisiana,0fe5c971,22170
Vermilion Parish,Louisiana,307ede57,59378
Vernon Parish,Louisiana,52fd38c2,47894
Washington Parish,Louisiana,24f0c32a,45773
Webster Parish,Louisiana,a5d540a3,37943
West Baton Rouge Parish,Louisiana,78b48b3d,26792
West Carroll Parish,Louisiana,2149a587,10646
West Feliciana Parish,Louisiana,9fc6e65b,15465
Winn Parish,Louisiana,815be0b4,13839
Androscoggin County,Maine,27770edc,108547
Aroostook County,Maine,3e715124,66804
Cumberland County,Maine,205b9703,298111
Franklin County,Maine,a834dcdd,29986
Hancock County,Maine,43f06fb8,55088
Kennebec County,Maine,73ee1089,122955
Knox County,Maine,487099c0,39951
Lincoln County,Maine,4f0ff34d,34775
Oxford County,Maine,81344134,58132
Penobscot County,Maine,7937cf72,151655
Piscataquis County,Maine,afcf411d,16996
Sagadahoc County,Maine,f0707ae7,36044
Somerset County,Maine,32d7d1ce,50635
Waldo County,Maine,3b4349ea,39923
Washington County,Maine,9da67149,31473
York County,Maine,e8d1ae92,209066
Allegany County,Maryland,bf7f279d,70057
Anne Arundel County,Maryland,fb8bd25d,582777
Baltimore County,Maryland,6b102a96,826017
Calvert County,Maryland,1c81bb1a,93072
Caroline County,Maryland,5f0c83f7,33492
Carroll County,Maryland,fea89b6f,169092
Cecil County,Maryland,1aebc6a4,103419
Charles County,Maryland,4cae0bed,164436
Dorchester County,Maryland,db3d74f1,31853
Frederick County,Maryland,06beba80,265161
Garrett County,Maryland,cdb3ec0e,28852
Harford County,Maryland,d3ee2b70,256805
Howard County,Maryland,30e47f77,328200
Kent County,Maryland,d502441e,19192
Montgomery County,Maryland,2901d7ac,1051816
Prince George's County,Maryland,9062d712,909612
Queen Anne's County,Maryland,51039e74,51167
St. Mary's County,Maryland,8a54caf8,114687
Somerset County,Maryland,6f2b4dc4,25453
Talbot County,Maryland,bd02fb6c,36972
Washington County,Maryland,d172d96d,151146
Wicomico County,Maryland,f1ad0e3d,103990
Worcester County,Maryland,c03f917f,52403
Baltimore city,Maryland,98e4bda5,586131
Barnstable County,Massachusetts,edcf4a5b,213164
Berkshire County,Massachusetts,4cc8d2c5,124571
Bristol County,Massachusetts,c4b2a9a8,566765
Dukes County,Massachusetts,5e064d70,17461
Essex County,Massachusetts,a50ce7b0,791263
Franklin County,Massachusetts,2b7b0a00,70267
Hampden County,Massachusetts,1b172bc3,463986
Hampshire County,Massachusetts,da123a2d,161401
Middlesex County,Massachusetts,0265c5cb,1609379
Nantucket County,Massachusetts,09041fe5,11376
Norfolk County,Massachusetts,8c554402,709409
Plymouth County,Massachusetts,29fa70b7,523738
Suffolk County,Massachusetts,aa045da3,801582
Worcester County,Massachusetts,fa92e845,829212
Alcona County,Michigan,8205d297,10505
Alger County,Michigan,2dcc8a46,9015
Allegan County,Michigan,bbb1d66b,118927
Alpena County,Michigan,f65210d0,28238
Antrim County,Michigan,1b1bf4ad,23449
Arenac County,Michigan,c0c13aa5,14953
Baraga County,Michigan,20da49aa,8164
Barry County,Michigan,fbfa5487,62061
Bay County,Michigan,eefdcd9e,102387
Benzie County,Michigan,52e55f0b,17852
Berrien County,Michigan,ec46eee3,153025
Branch County,Michigan,593499ad,43424
Calhoun County,Michigan,23698b18,133580
Cass County,Michigan,0d6c81ff,51584
Charlevoix County,Michigan,008a66be,26105
Cheboygan County,Michigan,9db73797,25365
Chippewa County,Michigan,4d1d74a4,36958
Clare County,Michigan,1417755c,30771
Clinton County,Michigan,aef0d1bd,79753
Crawford County,Michigan,f6286315,13981
Delta County,Michigan,81bab1ed,35612
Dickinson County,Michigan,3eae0136,25112
Eaton County,Michigan,c4740d4f,110148
Emmet County,Michigan,8068bf9c,33342
Genesee County,Michigan,29531209,404794
Gladwin County,Michigan,2e94824d,25424
Gogebic County,Michigan,bab91c5d,13842
Grand Traverse County,Michigan,a549046f,93592
Gratiot County,Michigan,1660de44,40283
Hillsdale County,Michigan,a1384b52,45658
Houghton County,Michigan,3e28a978,35126
Huron County,Michigan,29720cf0,30653
Ingham County,Michigan,ceb7e307,290609
Ionia County,Michigan,8643c26e,64553
Iosco County,Michigan,6f9cacb4,25140
Iron County,Michigan,073a3b5f,11066
Isabella County,Michigan,63bb1930,69504
Jackson County,Michigan,9a3d21d8,156920
Kalamazoo County,Michigan,6f57cfce,265988
Kalkaska County,Michigan,9a20dd8f,18003
Kent County,Michigan,4445b117,658708
Keweenaw County,Michigan,4164309f,2119
Lake County,Michigan,44feee02,11587
Lapeer County,Michigan,2e2cf594,87635
Leelanau County,Michigan,e995231c,21743
Lenawee County,Michigan,9ee97547,97808
Livingston County,Michigan,7f85fbb0,192335
Luce County,Michigan,f6ca0868,6126
Mackinac County,Michigan,e60ada47,10839
Macomb County,Michigan,11dc6fd6,870791
Manistee County,Michigan,89222438,24738
Marquette County,Michigan,1f6bb5de,65834
Mason County,Michigan,bd4c6e40,29164
Mecosta County,Michigan,1cc4a6c4,43907
Menominee County,Michigan,f30c4cf6,22608
Midland County,Michigan,62945869,83441
Missaukee County,Michigan,4503ce25,15152
Monroe County,Michigan,5561b837,150568
Montcalm County,Michigan,9d0a8ad1,63476
Montmorency County,Michigan,74a04f47,9337
Muskegon County,Michigan,d22cded3,173883
Newaygo County,Michigan,d76b4df3,49348
Oakland County,Michigan,30667280,1253459
Oceana County,Michigan,cb4f2631,26819
Ogemaw County,Michigan,ee6b2e89,20923
Ontonagon County,Michigan,f5259f25,5656
Osceola County,Michigan,45a77e0b,23466
Oscoda County,Michigan,44a04469,8368
Otsego County,Michigan,5a73aa67,24765
Ottawa County,Michigan,b2def78b,294635
Presque Isle County,Michigan,8d749cad,12665
Roscommon County,Michigan,32355100,23986
Saginaw County,Michigan,a2bf122b,189868
St. Clair County,Michigan,421c8247,159293
St. Joseph County,Michigan,f7379adf,60848
Sanilac County,Michigan,99341f81,40747
Schoolcraft County,Michigan,784dc3a5,8104
Shiawassee County,Michigan,4fe9c9d7,67738
Tuscola County,Michigan,2279b7e5,52289
Van Buren County,Michigan,c8d52b26,75474
Washtenaw County,Michigan,78e8b5b5,366473
Wayne County,Michigan,617c8931,1740623
Wexford County,Michigan,9211e9a7,33743
Aitkin County,Minnesota,11d88c38,15848
Anoka County,Minnesota,12591e49,359921
Becker County,Minnesota,c8c26aef,34456
Beltrami County,Minnesota,1bc5b7e4,47442
Benton County,Minnesota,694d9b39,40958
Big Stone County,Minnesota,9eb0f6d4,4923
Blue Earth County,Minnesota,07949b08,68241
Brown County,Minnesota,1d714667,24846
Carlton County,Minnesota,86407027,35769
Carver County,Minnesota,3eb11a1f,106565
Cass County,Minnesota,0dcb3063,29928
Chippewa County,Minnesota,b140b431,11758
Chisago County,Minnesota,f36e28c2,56794
Clay County,Minnesota,9f4dec75,64690
Clearwater County,Minnesota,5c1b85e6,9017
Cook County,Minnesota,26c73864,5417
Cottonwood County,Minnesota,4b0c501d,11242
Crow Wing County,Minnesota,ff2ea6ee,65644
Dakota County,Minnesota,966c29d0,431807
Dodge County,Minnesota,3b73c44b,20987
Douglas County,Minnesota,1b9d9f86,38328
Faribault County,Minnesota,5e15615b,13601
Fillmore County,Minnesota,19448a70,21135
