,name,state,id,pop_2020
23499,Pettibone township,North Dakota,26832b0b,45
23531,Porter township,North Dakota,dd1dc941,45
23680,Sharon township,North Dakota,48010344,45
23701,Sidney township,North Dakota,e979c148,45
23770,Star township,North Dakota,2239f412,45
23844,Trier township,North Dakota,b734da1e,45
23893,Victoria township,North Dakota,f2b38dcb,45
23894,View township,North Dakota,93e93e9a,45
24019,Yorktown township,North Dakota,2fa2c030,45
8576,Achilles township,Kansas,d10abd55,46
9032,Edmond city,Kansas,e281c3d8,46
9158,Gaeland township,Kansas,99323167,46
9264,Grove township (Reno County),Kansas,23d706c7,46
9545,Limestone township,Kansas,82b94e75,46
9602,Logan township (Pawnee County),Kansas,6c20d4bd,46
9869,Orlando township,Kansas,6e98c1ae,46
10335,Union township (Sherman County),Kansas,d49bf199,46
10458,Westola township,Kansas,2b15a9e3,46
22788,Fancher township,North Dakota,b533f048,46
22859,Garness township,North Dakota,0f2c8cf4,46
22916,Grand Prairie township,North Dakota,91de66e2,46
23009,Helena township,North Dakota,e513f2fd,46
23062,Inkster city,North Dakota,b45316c0,46
23108,Kingsley township,North Dakota,a0cfec61,46
23114,Knife River township,North Dakota,403c3cb4,46
23213,Loretta township,North Dakota,4d05dad9,46
23215,Lostwood township,North Dakota,df16f265,46
23217,Lowery township,North Dakota,e5d3c3da,46
23244,Maple township,North Dakota,195c77e6,46
23280,Meadow township,North Dakota,1e788b2d,46
23594,Robinson city,North Dakota,a1d8fe7d,46
23762,St. Marys township,North Dakota,1a9838f4,46
23999,Wise township,North Dakota,69d6bb73,46
8600,Allodium township,Kansas,5ca9aead,47
8634,Athens township,Kansas,9dedf3f7,47
8758,Browns Creek township,Kansas,ad5f7522,47
8879,Cimarron township (Morton County),Kansas,60a7de81,47
9126,Finley township,Kansas,4b7e6faa,47
9530,Liberty township (Decatur County),Kansas,1b104aad,47
10267,Sun City city,Kansas,fc90bf40,47
10465,Wheatland township (Barton County),Kansas,73fd2e11,47
10494,Wilmore city,Kansas,c74f4efc,47
14354,Browns Creek township,Minnesota,82ed933b,47
14662,Doran city,Minnesota,91ba343a,47
15474,Lockhart township,Minnesota,b73efa01,47
16442,Thorpe township,Minnesota,831b6d8e,47
17756,Metz town,Missouri,539a6acc,47
18162,Vista village,Missouri,3ded3241,47
22440,Blooming Prairie township,North Dakota,90eb1d42,47
22473,Broadlawn township,North Dakota,967d97fd,47
22646,Dazey township,North Dakota,d6d75bb8,47
22696,Durham township,North Dakota,7732a0c5,47
22744,Elling township,North Dakota,f77591b8,47
22753,Elm township (Grant County),North Dakota,ede420d5,47
22778,Excelsior township,North Dakota,5bb427a2,47
22931,Greatstone township,North Dakota,bb659eb0,47
22988,Hastings township,North Dakota,b2cfd0e3,47
23006,Hebron township,North Dakota,3fcf58c4,47
23021,Hidden township,North Dakota,a8687c4b,47
23068,Isabel township,North Dakota,298f2ce6,47
23196,Litchville township,North Dakota,3101e135,47
23221,Lund township,North Dakota,143c3aae,47
23355,Nash township,North Dakota,b3bb63e9,47
23442,Odin township,North Dakota,98f077f6,47
23515,Plaza township,North Dakota,830934e9,47
23743,Sperry/Goodrich township,North Dakota,ad13e387,47
23865,Tyrone township,North Dakota,2f13b7a4,47
24010,Woodworth city,North Dakota,7c7b798f,47
24024,Zion township,North Dakota,28223c72,47
9909,Paradise city,Kansas,a3c54bdf,48
10515,York township,Kansas,9e8fb085,48
22333,Anderson township,North Dakota,f442c27e,48
22389,Bathgate township,North Dakota,fff6df85,48
22444,Blue Ridge township,North Dakota,829b5511,48
22539,Cathay township,North Dakota,6fa928b8,48
22629,Crystal township,North Dakota,742a2f05,48
22741,Elkmount township,North Dakota,d7177cf1,48
22889,Glenfield township,North Dakota,2f608d1c,48
23008,Heimdal township,North Dakota,3105594e,48
23088,Kathryn city,North Dakota,8e234bfb,48
23127,Lake Hester township,North Dakota,3b9e5cca,48
23273,McHenry township,North Dakota,35da47b2,48
23299,Michigan township (Nelson County),North Dakota,7be50b91,48
23361,Nekoma city,North Dakota,081e16d9,48
23380,Newbury township,North Dakota,4f87ac2a,48
23457,Oshkosh township,North Dakota,1feec403,48
23461,Ostby township,North Dakota,e1e7cd3a,48
23462,Otis township,North Dakota,aa18083b,48
23493,Perth township,North Dakota,3940482a,48
23677,Severn township,North Dakota,676b545f,48
23717,Sorkness township,North Dakota,f928f261,48
23852,Turtle Lake township,North Dakota,2f38c5a2,48
24011,Wright township,North Dakota,af40a9e3,48
18562,Cotesfield village,Nebraska,eb897592,49
18594,Davis Creek township,Nebraska,fe44ffbb,49
19084,Sand Creek township,Nebraska,82a070aa,49
19180,Thayer village,Nebraska,1eca691f,49
22304,Albert township,North Dakota,f0e8719b,49
22549,Central Adams UT,North Dakota,03cb8b71,49
22652,Deep River township,North Dakota,f88ad486,49
22755,Elmdale township,North Dakota,e12ffa8b,49
22874,Ghylin township,North Dakota,c27fe97c,49
22883,Gladstone township,North Dakota,63427b98,49
22945,Griffin township,North Dakota,205b282b,49
22966,Hammer township,North Dakota,4e8e14b8,49
23226,Mabel township,North Dakota,b4454397,49
23312,Minnie Lake township,North Dakota,dd379b30,49
23344,Mount View township,North Dakota,e5839d73,49
23419,Northland township,North Dakota,5c87dd2c,49
23509,Pingree township,North Dakota,f55f343d,49
23589,Riggin township,North Dakota,634fc3d8,49
23663,Schiller township,North Dakota,e30f6914,49
23755,Springvale township,North Dakota,d59c5d74,49
23835,Tolley city,North Dakota,072f051a,49
23988,Willow township,North Dakota,5f644e38,49
30429,Glover township,South Dakota,e8cacb47,49
30441,Grandview UT (Jones County),South Dakota,de1abaa2,49
30451,Green Valley township,South Dakota,b960ebc5,49
30497,Hickman township,South Dakota,bdb7b832,49
30678,Lyon township,South Dakota,5b8bcd8a,49
30753,Naples town,South Dakota,79a37cc9,49
31096,Tulare township,South Dakota,f9d49f21,49
8684,Beaver township (Phillips County),Kansas,ef748064,50
8895,Cleveland Run township,Kansas,33d737a0,50
9290,Happy township,Kansas,f3d4fc65,50
9380,Illinois township (Rush County),Kansas,909e9b2b,50
9454,Kimeo township,Kansas,e44dc827,50
9516,Leona city,Kansas,e0e5f34f,50
9585,Llanos township,Kansas,b711c53f,50
9729,Mirage township,Kansas,350f927b,50
9759,Morton township (Pawnee County),Kansas,eeec818e,50
9800,New Albany city,Kansas,1e7f3789,50
10092,Russell Springs township,Kansas,afe2e044,50
10309,Trivoli township,Kansas,e04b7a7b,50
10358,Valley township (Smith County),Kansas,b659e827,50
10419,Washington township (Jewell County),Kansas,d6a4e8f6,50
14196,Battle township,Minnesota,5ea6cf8d,50
14452,Champion township,Minnesota,035b9711,50
15247,Johnson township,Minnesota,fdce5336,50
16199,Sedan city,Minnesota,1914583f,50
16438,Third River township,Minnesota,50288d15,50
22374,Ball Hill township,North Dakota,6ce71b35,50
22382,Barney city,North Dakota,47ecc544,50
22525,Carpenter township,North Dakota,ac19d033,50
22650,Debing township,North Dakota,694c1a5a,50
22833,Fram township,North Dakota,6308b769,50
23154,Latona township,North Dakota,292bfa30,50
23349,Munster township,North Dakota,48159ead,50
23432,Oak Valley township,North Dakota,c3b9fe9f,50
23617,Rosebud township,North Dakota,2dd769ef,50
23627,Ross township,North Dakota,1c68ad4c,50
23741,Speedwell township,North Dakota,54c4463b,50
23746,Spring Coulee township,North Dakota,b18306f9,50
23957,Westby township,North Dakota,94388627,50
8627,Ash Creek township,Kansas,6c8261f8,51
9059,Elmdale city,Kansas,b0cb0363,51
9092,Eureka township (Rice County),Kansas,80b27949,51
9408,Jackson township (Edwards County),Kansas,3bd1de3f,51
9901,Painterhood township,Kansas,49209cc5,51
10076,Rose Valley township,Kansas,5154bcf7,51
10498,Wilson township (Lane County),Kansas,ef837f1c,51
14316,Boy River city,Minnesota,e46787cb,51
14328,Brandt township,Minnesota,f775f52b,51
14439,Cedar Mills city,Minnesota,841023c3,51
14666,Dovray city,Minnesota,a1519d63,51
15413,Lee township (Beltrami County),Minnesota,33f63479,51
15819,North Ottawa township,Minnesota,b3222066,51
16011,Prairie Lake township,Minnesota,5a78f4d4,51
16453,Toqua township,Minnesota,ccb54ca2,51
22604,Cooperstown township,North Dakota,620b848d,51
22675,Dogden township,North Dakota,daf745c1,51
22793,Farmvale township,North Dakota,2b0984e2,51
22805,Finley township,North Dakota,d635a4af,51
22848,Fullerton city,North Dakota,f5deb46c,51
22891,Glenmore township,North Dakota,fc520f8c,51
23032,Hilton township,North Dakota,51ac91b0,51
23336,Morris township,North Dakota,8f9d621a,51
23382,Newman township,North Dakota,188db2df,51
23384,Niagara city,North Dakota,75819940,51
23539,Prairie Rose city,North Dakota,a456f6d3,51
23596,Rochester township,North Dakota,125e7b2a,51
23666,Scotia township,North Dakota,760aff0a,51
23678,Sharlow township,North Dakota,70c81db0,51
23756,St. Andrews township,North Dakota,0debf871,51
23801,Superior township,North Dakota,0ec97aa6,51
23993,Windsor township,North Dakota,7d23fc27,51
9018,Earlton city,Kansas,a57f8a0b,52
9020,East Cooper township,Kansas,71ad64df,52
9212,Graham township,Kansas,885df7dd,52
9572,Lincoln township (Washington County),Kansas,b227c40a,52
10424,Washington township (Smith County),Kansas,8f3925ce,52
14261,Big Woods township,Minnesota,544ee149,52
14817,Farwell city,Minnesota,1809acdc,52
14981,Grand Plain township,Minnesota,5e62ebec,52
15076,Hatfield city,Minnesota,61deec3d,52
15427,Leonidas city,Minnesota,532defd4,52
15433,Lewis township,Minnesota,c1900e07,52
15672,Mizpah city,Minnesota,515e226a,52
16327,St. Joseph township (Kittson County),Minnesota,23512eb2,52
16499,Urbank city,Minnesota,685dcf2e,52
17063,Arrow Rock town,Missouri,a22f916e,52
17368,Elmira village,Missouri,5eadb6e0,52
22315,Alleghany township,North Dakota,30e82c24,52
22341,Antler township,North Dakota,23dc0c47,52
22367,Badger township,North Dakota,bfc2a8f6,52
22463,Brander township,North Dakota,f1567641,52
22558,Charbon township,North Dakota,f4eaa036,52
22561,Chatfield township,North Dakota,8dc64ffc,52
22887,Glendale township,North Dakota,2aae08d3,52
23017,Herman township,North Dakota,6ab84fa5,52
23048,Howie township,North Dakota,587383f0,52
23121,Kunze township,North Dakota,e67c581e,52
23272,McHenry city,North Dakota,66e4bccd,52
23282,Medicine Hill township,North Dakota,096b5a28,52
23337,Morton township,North Dakota,46af3527,52
23421,Northwest Slope UT,North Dakota,7bff396e,52
23485,Pearl Lake township,North Dakota,d65a9dd4,52
23541,Pratt township,North Dakota,bc11a455,52
23558,Ransom township,North Dakota,0f100cc8,52
23653,Saratoga township,North Dakota,ffc84435,52
23665,Scorio township,North Dakota,81d8a293,52
23676,Sergius township,North Dakota,82df1ddb,52
23824,Tewaukon township,North Dakota,9f7ebdd3,52
23840,Tower township,North Dakota,0c15b61c,52
30053,Belle Prairie township,South Dakota,25d5e8b1,52
30486,Hecla township,South Dakota,dfdf2121,52
30584,Kimball township,South Dakota,5d42b78c,52
30699,McKinley township,South Dakota,e9094012,52
30912,Ravenna township,South Dakota,1db7570e,52
31014,Southeast Buffalo UT,South Dakota,c840610b,52
8828,Center township (Decatur County),Kansas,31e9155d,53
9000,Doyle township,Kansas,1535b687,53
9375,Hunter city,Kansas,fa09fa18,53
10163,Sherman township (Ottawa County),Kansas,565cf7ca,53
10290,Thomas township,Kansas,ce5aba2d,53
17045,Amity town,Missouri,688502a2,53
17057,Arcola village,Missouri,2f35bcf0,53
22316,Allen township,North Dakota,3211c3cc,53
22469,Brillian township,North Dakota,97f5c578,53
22475,Brocket city,North Dakota,a2a4d6b8,53
22503,Butte Valley township,North Dakota,081811cd,53
22676,Donnybrook city,North Dakota,da6a0293,53
22843,Fremont township,North Dakota,b539fc64,53
23276,McKinney township,North Dakota,ecd5d59a,53
23313,Minnie township,North Dakota,7cec45bf,53
23668,Scoville township,North Dakota,9f5b8049,53
23675,Sentinel township,North Dakota,21973057,53
23718,Souris city,North Dakota,b5b28615,53
23793,Streeter township,North Dakota,f47c4f30,53
23848,Truman township,North Dakota,38dd6ecf,53
23944,West Bay township,North Dakota,e3c3ad56,53
23986,Willow Lake township,North Dakota,e481ece6,53
8825,Center township (Chautauqua County),Kansas,00fdebf8,54
8887,Clayton city,Kansas,6b4dbd62,54
9496,Larrabee township,Kansas,9af8f183,54
9697,Medway township,Kansas,a7ba4493,54
9810,Nicodemus township,Kansas,ae61ce6e,54
10444,Wendell township,Kansas,46cc4641,54
18739,Hamlet village,Nebraska,22282336,54
18882,Magnet village,Nebraska,7efb65e4,54
18916,Milburn township,Nebraska,f48241f3,54
19086,Saratoga township,Nebraska,d1f40592,54
19120,Smithfield village,Nebraska,a8b5cb12,54
22334,Andrews township,North Dakota,8a6f1ec8,54
22417,Bicker township,North Dakota,a1ef2aa4,54
22470,Brimer township,North Dakota,ce00e12d,54
22577,Clearwater township,North Dakota,202f9647,54
22594,Colquhoun township,North Dakota,983ef521,54
22756,Elms township,North Dakota,c1671516,54
22758,Elora township,North Dakota,9d95be41,54
23018,Hesper township,North Dakota,c6c4ebf6,54
23085,Kane township,North Dakota,3e38b870,54
23410,North River city,North Dakota,59577b71,54
23458,Osloe township,North Dakota,7ee82de5,54
23516,Pleasant Hill township,North Dakota,d3a82941,54
23643,Rutland township,North Dakota,75d3bf69,54
23837,Torgerson township,North Dakota,427f1e77,54
23855,Tuscarora township,North Dakota,02f79198,54
23964,Wheaton township,North Dakota,c446a751,54
30407,Garfield township (Spink County),South Dakota,0657d9b2,54
30671,Lowell township,South Dakota,c6b350f6,54
30705,Media UT,South Dakota,6dc6dbc8,54
31019,Southwest Faulk UT,South Dakota,f06f4cf3,54
31105,Union township (Brule County),South Dakota,0cfa7906,54
8648,Aurora city,Kansas,07476afa,55
9122,Farmington township (Republic County),Kansas,00da8070,55
9752,Morlan township,Kansas,ced3562b,55
9783,Nashville city,Kansas,7ccd4545,55
9902,Palacky township,Kansas,dae0288e,55
10064,Rock Creek township (Wabaunsee County),Kansas,09ce3e6b,55
10105,Salt Creek township (Lincoln County),Kansas,cad7392c,55
14215,Beaver township (Aitkin County),Minnesota,ae4320a2,55
14340,Brislet township,Minnesota,0046abfa,55
15539,Manchester city,Minnesota,52c05535,55
15745,Nereson township,Minnesota,49be57ea,55
15924,Parnell township (Traverse County),Minnesota,65d818a5,55
16688,Wolf Lake city,Minnesota,b996aa9e,55
22537,Castle Rock township,North Dakota,234e1836,55
22715,Easton township,North Dakota,b7b9ea15,55
22768,Equality township,North Dakota,feecddf5,55
22962,Hamilton city,North Dakota,11455eec,55
23027,Hill township,North Dakota,2b38d1cb,55
23118,Kottke Valley township,North Dakota,001c7fa1,55
23153,Larrabee township,North Dakota,9472dea8,55
23167,Lenora township,North Dakota,05f2b292,55
23281,Medford township,North Dakota,fe6c2d71,55
23477,Park township,North Dakota,faa9b47d,55
23753,Springer township,North Dakota,df1f4382,55
15094,Hazel Run city,Minnesota,d0353da2,56
15923,Parnell township (Polk County),Minnesota,9023d3bb,56
16306,Spruce Grove township (Beltrami County),Minnesota,4210ac80,56
16446,Tintah city,Minnesota,3d29d73c,56
16648,Wilder city,Minnesota,3e64c4d7,56
22515,Campbell township (Emmons County),North Dakota,5f5ad730,56
22662,Denver township,North Dakota,1dba2481,56
22930,Great Bend city,North Dakota,5594519b,56
23197,Little Deep township,North Dakota,2392b7ea,56
23269,McClusky township,North Dakota,a6152fa7,56
23389,Nome city,North Dakota,0f83ff6c,56
23447,Ops township,North Dakota,dfbc3f6b,56
23811,Tacoma township,North Dakota,7ea342b0,56
23921,Ward township,North Dakota,9d125290,56
23959,Westfield township,North Dakota,93dd2384,56
30037,Banner township (Beadle County),South Dakota,3ca0d054,56
30058,Belvidere town,South Dakota,c37a4562,56
30348,Exline township,South Dakota,dbaec53e,56
30360,Fairview township (Pennington County),South Dakota,3b28949a,56
30384,Foxton township,South Dakota,7a8461ec,56
30399,Gales township,South Dakota,f2f7864b,56
30630,Lemmon UT,South Dakota,63db301e,56
31043,St. Lawrence township,South Dakota,31b0d725,56
8593,Alexander city,Kansas,7364179e,57
9345,Highpoint township,Kansas,66c6e21b,57
9821,North Brown township,Kansas,9da6f5c7,57
9828,North township (Woodson County),Kansas,d8d641c1,57
10161,Sherman township (Ellsworth County),Kansas,8739857d,57
17530,Hoberg village,Missouri,4af745f3,57
17744,McKittrick town,Missouri,c4a00743,57
18241,Worth village,Missouri,efea3cc8,57
18480,Bristow village,Nebraska,c614d543,57
18876,Lynn township,Nebraska,e983d158,57
19045,Primrose village,Nebraska,43d08730,57
19126,Spade township,Nebraska,018edc76,57
19215,Virginia village,Nebraska,85ec6936,57
19268,Yale township,Nebraska,a000fdf3,57
22388,Bathgate city,North Dakota,db4d43ec,57
22588,Coburn township,North Dakota,c552e5b6,57
22721,Edendale township,North Dakota,2d1dcf38,57
23363,Nelson township,North Dakota,ebfa81e0,57
23441,Odessa township (Ramsey County),North Dakota,6f51d33c,57
23613,Roscoe township,North Dakota,95c88d73,57
23694,Sheyenne township,North Dakota,fe142408,57
8589,Albion township (Barton County),Kansas,1dcc8c81,58
8742,Blue Rapids township,Kansas,9aa94963,58
8745,Bluff City city,Kansas,a5a5cc3f,58
9409,Jackson township (Geary County),Kansas,ae838af1,58
9629,Lowe township,Kansas,4e9f745a,58
9700,Menlo city,Kansas,a01a9a8d,58
10178,Sinclair township,Kansas,366a3c20,58
10207,South Roscoe township,Kansas,1a806fce,58
10448,West Cooper township,Kansas,091f73fb,58
11564,North Franklin UT,Maine,5643a901,58
11737,West Forks plantation,Maine,faccb29d,58
11742,Westmanland town,Maine,a61fcd0d,58
17984,Rives town,Missouri,d76c08d2,58
18240,Wooldridge village,Missouri,975b528e,58
22375,Balta city,North Dakota,044cc573,58
22414,Berwick township,North Dakota,473f402a,58
22598,Colvin township,North Dakota,63e8a56c,58
22819,Forest River township,North Dakota,85944d55,58
23172,Levant township,North Dakota,b93d474e,58
23187,Lind township,North Dakota,eb10938c,58
23270,McGahan township,North Dakota,f7346a93,58
23305,Milton city,North Dakota,3dbc6c0d,58
23343,Mount Rose township,North Dakota,c2a201b4,58
23393,Norden township,North Dakota,f466050e,58
30096,Brant Lake city,South Dakota,38e043f8,58
30375,Floyd township,South Dakota,f37125e1,58
30502,Highland township (Day County),South Dakota,3f65af0c,58
30622,Lansing township,South Dakota,fa3762b1,58
30875,Pleasant township (Jerauld County),South Dakota,094c9fca,58
30925,Ree Heights town,South Dakota,8724f320,58
30944,Riverside township (Brown County),South Dakota,933fbb77,58
31079,Tetonka township,South Dakota,9adc4061,58
8911,Coleman township,Kansas,cc76a8b8,59
9374,Hunnewell city,Kansas,6ba95a7c,59
9918,Parkerville city,Kansas,350ff6a8,59
11411,Frenchboro town,Maine,749b871e,59
11577,Northwest Somerset UT,Maine,9e0dc270,59
14115,Anthony township,Minnesota,eb8811aa,59
15032,Hadley city,Minnesota,571c1018,59
22461,Brampton township,North Dakota,95f9a3c1,59
22607,Cornell township,North Dakota,2cc77927,59
22634,Dahlen township,North Dakota,1385a53d,59
22686,Dry Fork township,North Dakota,4b335d81,59
22905,Grace City city,North Dakota,67cd6cd5,59
22910,Grail township,North Dakota,8a8eecc9,59
22946,Grilley township,North Dakota,6e7b51ab,59
23218,Lowland township,North Dakota,e3dda795,59
23733,South Viking township,North Dakota,7b181b01,59
23779,Stevens township,North Dakota,fd45a7c8,59
23828,Thordenskjold township,North Dakota,f29b0837,59
24013,Wyard township,North Dakota,dc7d290f,59
14411,Campbell township,Minnesota,0543c3d1,60
15039,Halma city,Minnesota,78707dcf,60
16177,Sargeant city,Minnesota,93bfc8c0,60
16196,Seavey township,Minnesota,c3a283b5,60
16344,St. Vincent city,Minnesota,36f4dc3a,60
16557,Walls township,Minnesota,264ce288,60
18512,Cedar township,Nebraska,3323559b,60
18586,Daily township,Nebraska,7d7f729d,60
18657,Eureka township,Nebraska,cffdd940,60
18719,Grant township (Custer County),Nebraska,cea85e41,60
18805,Johnstown village,Nebraska,66b13137,60
18990,Ong village,Nebraska,8f966839,60
30158,Castalia UT,South Dakota,f9025197,60
30174,Central Jones UT,South Dakota,5e619647,60
31172,Warren township (Sanborn County),South Dakota,ef20dfc8,60
31217,Wheatland township,South Dakota,5bacb91e,60
8970,Deer Creek township (Phillips County),Kansas,1a8b1820,61
9431,Johnson township,Kansas,0248f202,61
10010,Randall city,Kansas,1e4c7832,61
10051,River township,Kansas,a4432610,61
10268,Sun City township,Kansas,f8767f1f,61
10387,Wallace city,Kansas,cb66eedb,61
14107,Andrea township,Minnesota,6c160380,61
16628,Westport city,Minnesota,3e1e6972,61
18555,Conley township,Nebraska,1fef6bd9,61
18975,Oak village,Nebraska,3cfca1ec,61
4993,Muddy village,Illinois,2ce45ba6,62
5379,Rector township,Illinois,fc176f33,62
9867,Orange township (Lincoln County),Kansas,3a7b51ce,62
10139,Seward city,Kansas,43fde8d9,62
10293,Timken city,Kansas,6530a30e,62
10375,Virgil city,Kansas,eef52519,62
22294,Addie township,North Dakota,d3bd6aaf,62
22413,Berthold township,North Dakota,7b0b2a98,62
22455,Bowen township,North Dakota,b2286020,62
22611,Coulee township,North Dakota,335f8044,62
22644,Dayton township,North Dakota,1c77783d,62
22954,Hague city,North Dakota,6aed5fe8,62
23415,North Viking township,North Dakota,fea9202e,62
23508,Pingree city,North Dakota,5d8c88e3,62
23614,Rose Hill township (Foster County),North Dakota,917aeb2e,62
23674,Sentinel Butte city,North Dakota,080e77fe,62
23696,Shuman township,North Dakota,97ab268f,62
23895,Viking township (Richland County),North Dakota,4327918c,62
23926,Washburn township,North Dakota,9807aa03,62
14329,Bray township,Minnesota,0a71fb4f,63
14633,Delhi city,Minnesota,19b8066a,63
14796,Fairbanks township,Minnesota,8554e814,63
14853,Foldahl township,Minnesota,48e70f1c,63
15283,Kerrick city,Minnesota,cf919049,63
15439,Liberty UT,Minnesota,e0b3a950,63
16487,Tynsid township,Minnesota,6bec9293,63
16659,Wilma township,Minnesota,02cdf0b3,63
18377,Abie village,Nebraska,7a925995,63
18830,Lewiston village,Nebraska,8d892d2f,63
19241,West Newman township,Nebraska,7ea27428,63
22344,Ardoch township,North Dakota,3f6e7947,63
22643,Dawson city,North Dakota,eafa70b0,63
22895,Golden Lake township,North Dakota,7dbd0303,63
23271,McGinnis township,North Dakota,e7072dcf,63
23388,Noltimier township,North Dakota,c9a153a9,63
23427,Norton township,North Dakota,8c6533b8,63
23487,Pekin city,North Dakota,44ce9379,63
23923,Warwick city,North Dakota,6a5de9a4,63
4262,Germanville township,Illinois,fe63e963,64
4766,Macedonia village,Illinois,0eaca87f,64
4902,Mill Creek village,Illinois,c4630416,64
8583,Agenda city,Kansas,b3efc221,64
8664,Barnard city,Kansas,627c0cbb,64
8733,Bloom township (Osborne County),Kansas,7adb50da,64
8788,Byron township,Kansas,ca146585,64
8903,Climax city,Kansas,3819ce35,64
8950,Crooked Creek township,Kansas,24e8e485,64
9029,Eden township (Ness County),Kansas,93a6e214,64
9200,Glencoe township (Trego County),Kansas,840343d2,64
9570,Lincoln township (Smith County),Kansas,0dbb4d1e,64
14122,Arco city,Minnesota,2468bdf7,64
14693,East Cass UT,Minnesota,62bb31da,64
15790,Nimrod city,Minnesota,b8021a71,64
15801,Nore township,Minnesota,35e297ac,64
16084,River township,Minnesota,6b97bcdc,64
16717,Wylie township,Minnesota,c9aa6b6b,64
18785,Hubbell village,Nebraska,9b6762fd,64
18899,McClure township,Nebraska,7cd150f2,64
18925,Momence township,Nebraska,d12b8c42,64
19255,Winnetoon village,Nebraska,9f1c9940,64
19261,Wood Lake village,Nebraska,6bfc2426,64
22810,Flaxton city,North Dakota,53227fe5,64
23324,Mont township,North Dakota,52549605,64
23439,Oberon township,North Dakota,07f6c286,64
23830,Tiber township,North Dakota,e26f78a5,64
23838,Torning township,North Dakota,44fcb399,64
23935,Webster township,North Dakota,d378b835,64
8704,Benedict city,Kansas,b3352972,65
8798,Caneyville township,Kansas,b4c71bfe,65
9623,Lost Springs city,Kansas,2d5e8b63,65
11268,Bancroft town,Maine,00ba7e62,65
11461,Isle au Haut town,Maine,ef3cd44c,65
11664,South Franklin UT,Maine,70f38358,65
15543,Manhattan Beach city,Minnesota,f56abc84,65
16420,Tanberg township,Minnesota,a91e3c03,65
16422,Taopi city,Minnesota,cdf16127,65
18606,Deweese village,Nebraska,5e908bdc,65
19003,Paddock township (Holt County),Nebraska,a9d113b2,65
22668,Dexter township,North Dakota,f33bee78,65
22677,Douglas city,North Dakota,551555e2,65
23132,Lake Williams township (McLean County),North Dakota,33144724,65
23241,Mantador city,North Dakota,208421c6,65
23262,Mayland township,North Dakota,1dab50f7,65
23691,Sherman township,North Dakota,5ed150ab,65
8857,Chapman township,Kansas,c8cced62,66
8878,Cimarron township (Meade County),Kansas,ca458698,66
9297,Harrison township (Chautauqua County),Kansas,0ce31b8b,66
9362,Horace city,Kansas,1f6dc7d5,66
9471,Labette city,Kansas,fec9520f,66
9742,Montana township (Jewell County),Kansas,1834f87a,66
9859,Olivet city,Kansas,ac7163a3,66
9893,Overland township,Kansas,e81304a0,66
10077,Roseland city,Kansas,7dcf7cb9,66
10244,Stark city,Kansas,ed05e30b,66
10481,Wilcox township,Kansas,9878f701,66
14922,Genola city,Minnesota,40442c1a,66
15028,Gully city,Minnesota,fcc15b13,66
15205,Ihlen city,Minnesota,1dd4d0a4,66
15276,Kenneth city,Minnesota,fdf4e823,66
15736,Nashua city,Minnesota,9d20b6f6,66
15740,Nassau city,Minnesota,e56cb699,66
16105,Rogers township,Minnesota,80678e91,66
16631,Whalan city,Minnesota,eb551b2f,66
18745,Harrison township,Nebraska,53b17b97,66
18755,Hazard village,Nebraska,d36383e1,66
18763,Herrick township,Nebraska,a77a67e7,66
18792,Independent township,Nebraska,cf101f9e,66
18858,Logan township (Knox County),Nebraska,bb890211,66
19031,Pleasant View township,Nebraska,bb02a44e,66
19058,Reynolds village,Nebraska,fbae2b31,66
19229,Waterbury village,Nebraska,6ab77d3b,66
8761,Bryant township,Kansas,c9e95acf,67
9061,Elsmore city,Kansas,f91ccf52,67
9164,Galt township,Kansas,a04fd409,67
9222,Grant township (Cowley County),Kansas,721ced03,67
9228,Grant township (Lincoln County),Kansas,72cf2b3b,67
9704,Meredith township,Kansas,32930a51,67
14255,Beulah township,Minnesota,078442a3,67
14679,Dundee city,Minnesota,5a060920,67
14867,Fort Ripley city,Minnesota,0ade0a3d,67
15694,Moose Park township,Minnesota,f762d8a9,67
16430,Teien township,Minnesota,44566369,67
16561,Walters city,Minnesota,fd4058f8,67
22900,Golva city,North Dakota,1a8a4878,67
22938,Greenfield township (Traill County),North Dakota,53d5e122,67
23189,Lindahl township,North Dakota,425cd63e,67
23255,Martin city,North Dakota,38fc715b,67
23747,Spring Creek township,North Dakota,8bb818d7,67
23924,Warwick township,North Dakota,1497aa6c,67
8734,Bloomfield township (Mitchell County),Kansas,a02272b7,68
9072,Englewood city,Kansas,7e0c32c1,68
9210,Gove City city,Kansas,3674cb46,68
9748,Moore township (Marion County),Kansas,474c8d6a,68
10326,Union township (Kingman County),Kansas,11d479df,68
10421,Washington township (Republic County),Kansas,73808efa,68
10450,West Hibbard township,Kansas,074413e3,68
10509,Winterset township,Kansas,426b6671,68
16172,Sandsville township,Minnesota,4f47dfd5,68
16384,Strandquist city,Minnesota,2440c71d,68
18497,Bush township,Nebraska,bd86bf4d,68
18565,Cottonwood township (Nance County),Nebraska,e4244172,68
18894,Maskell village,Nebraska,8be79199,68
22301,Agnes township,North Dakota,21a2c1d2,68
22365,Ayr township,North Dakota,c98ae169,68
22386,Bartlett township,North Dakota,e2928f99,68
22752,Elm township (Dickey County),North Dakota,3d153fb6,68
23054,Hunter township,North Dakota,31a670b2,68
23060,Illinois township,North Dakota,fef35429,68
23258,Maryland township,North Dakota,cd5e4592,68
